name,url,img_url,category,summary,rating,rating_count,review_count,ingredients,directions,prep,cook,total,servings,yield,calories,carbohydrates_g,sugars_g,fat_g,saturated_fat_g,cholesterol_mg,protein_g,dietary_fiber_g,sodium_mg,calories_from_fat,calcium_mg,iron_mg,magnesium_mg,potassium_mg,zinc_mg,phosphorus_mg,vitamin_a_iu_IU,niacin_equivalents_mg,vitamin_b6_mg,vitamin_c_mg,folate_mcg,thiamin_mg,riboflavin_mg,vitamin_e_iu_IU,vitamin_k_mcg,biotin_mcg,vitamin_b12_mcg,mono_fat_g,poly_fat_g,trans_fatty_acid_g,omega_3_fatty_acid_g,omega_6_fatty_acid_g
Crawfish Dressing,https://www.allrecipes.com/recipe/42708/crawfish-dressing/,,"Side Dish ,Stuffing and Dressing Recipes","This is one of our favorite recipes. It goes great with fried turkey, and makes a bunch. A combination of Cajun ingredients makes for a delicious dressing.",4.67,18,19,"1 ½ cups water ; ¾ cup uncooked long-grain white rice ; 1 pound lean ground beef ; 1 medium onion, chopped ; 2 stalks celery, chopped ; 1 green bell pepper, chopped ; 1 red bell pepper, chopped ; 2 cloves garlic, minced ; 2 pounds frozen peeled crawfish tails, thawed ; 1 cup toasted, chopped pecans ; ¼ cup butter ; 1 bunch green onions, chopped ; 2 tablespoons Creole seasoning ; ½ teaspoon black pepper ; 1 tablespoon chopped fresh parsley","In a medium saucepan, bring water to a boil. Stir in rice. Reduce heat, cover, and simmer for 20 minutes, until rice is tender and liquid has been absorbed. Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish. In a large, heavy skillet over medium heat, stir together ground beef, onion, celery, green bell pepper, red bell pepper, and garlic. Cook until beef is evenly browned and vegetables are tender. Stir cooked rice, crawfish tails, pecans, butter, and green onions into the ground beef mixture. Season with Creole seasoning and pepper. Continue cooking about 3 minutes, until well mixed. Transfer to the prepared baking dish. Bake 25 minutes in the preheated oven, or until lightly browned. Garnish with parsley",20 mins,25 mins,45 mins,12,12 servings,313.3,14.8,2.0,19.2,6.3,119.5,20.5,2.3,347.5,172.6,54.4,2.3,51.5,488.2,,,752.0,5.8,,26.1,76.8,0.2,,,,,,,,,,
Tuna Noodle Casserole IV,https://www.allrecipes.com/recipe/21791/tuna-noodle-casserole-iv/,,"Seafood ,Fish","Tuna Macaroni Casserole. It's quick and easy, but the BEST. It will serve the heartiest of family appetites, or a gourmet party.",3.97,151,156,"2 cups elbow macaroni ; 1 (9 ounce) can tuna, drained ; 1 (10.75 ounce) can condensed cream of mushroom soup ; 1 (10.75 ounce) can milk ; 1 cup shredded sharp Cheddar cheese ; 1 cup crushed croutons","Preheat oven to 350 degrees F (175 degrees C). Bring a large pot of lightly salted water to a boil. Cook macaroni in boiling water for 8 to 10 minutes, or until al dente; drain. In a medium bowl, combine tuna, condensed soup, and milk. Mix with the macaroni, and pour into 2 quart casserole dish. Sprinkle Cheddar cheese and crushed croutons over top. Bake in a preheated oven for 20 to 30 minutes, or until bubbling and browned on the top.",20 mins,30 mins,50 mins,4,4 servings,546.0,52.2,6.6,20.5,9.9,61.4,36.2,1.7,854.1,184.5,363.9,3.8,66.1,467.8,,,545.7,19.7,,0.2,138.5,0.6,,,,,,,,,,
Easy Shrimp Vegetable Stir Fry,https://www.allrecipes.com/recipe/218579/easy-shrimp-vegetable-stir-fry/,,"World Cuisine ,Asian",Sweet caramelized shrimp and veggies served over a fluffy bed of brown rice makes for an easy and crowd pleasing meal!,4.58,91,110,"2 cups instant brown rice ; 1 ¾ cups water ; 6 tablespoons soy sauce ; 6 tablespoons water ; ¼ cup honey ; 2 tablespoons cider vinegar ; 2 tablespoons cornstarch ; 2 tablespoons olive oil ; 2 cloves garlic, chopped ; 2 cups broccoli florets ; 1 cup baby carrots ; 1 small white onion, chopped ; ½ teaspoon black pepper ; 1 cup sliced fresh mushrooms ; 1 ½ pounds uncooked medium shrimp, peeled and deveined","Stir the rice and 1 3/4 cup water together in a microwave-safe bowl. Cover, and cook in the microwave on High for 8 minutes until the water is fully absorbed. Fluff with a fork. Whisk together the soy sauce, water, honey, cider vinegar, and cornstarch in a small bowl. Set the sauce aside. Heat the olive oil in a non-stick skillet over medium heat. Stir in the garlic and cook for 10 seconds. Add the broccoli, carrots, onion, and black pepper; cook and stir until the broccoli and carrots are tender, about 5 minutes. Stir in the mushrooms and cook for 2 minutes. Remove the vegetables from the skillet and set aside. Return the skillet to the heat and pour in the sauce mixture; cook for 1 minute. Add the shrimp to the sauce and stir until the shrimp are bright pink on the outside and the meat is no longer transparent in the center and the sauce thickens, about 3 minutes. Stir the vegetables back into the pan and serve over the brown rice.",20 mins,15 mins,35 mins,6,6 servings,317.0,43.0,14.2,6.3,0.9,172.6,23.8,3.3,1135.1,57.0,80.8,4.2,49.5,413.6,,,3462.5,8.2,,30.2,34.7,0.1,,,,,,,,,,
Jackie's Killer Krab Dip,https://www.allrecipes.com/recipe/16811/jackies-killer-krab-dip/,,"Appetizers and Snacks ,Dips and Spreads Recipes",This is positively yummy! I get asked to make it at least 4 or 5 times around the holidays. Serve with rye bread or crackers.,4.11,37,31,"1 (8 ounce) package cream cheese, softened ; 1 cup mayonnaise ; ¼ cup sour cream ; 8 imitation crab legs ; 1 tablespoon dried dill weed ; 1 cup shredded Cheddar cheese ; 1 (2.25 ounce) can black olives, chopped ; ¼ teaspoon vinegar-based hot pepper sauce","In a medium-size mixing bowl, stir together cream cheese, mayonnaise and sour cream. Stir in imitation crabmeat, dill weed, black olives, and hot pepper sauce.",5 mins,,5 mins,6,6 servings,538.8,9.3,2.9,51.7,18.0,86.5,11.2,0.6,848.7,465.3,202.7,1.4,27.8,132.9,,,931.7,2.3,,0.4,11.1,,,,,,,,,,,
Spicy Bacon-Wrapped Scallops,https://www.allrecipes.com/recipe/230251/spicy-bacon-wrapped-scallops/,,"Appetizers and Snacks ,Spicy","I like my bacon-wrapped scallops a little spicy, so I added a kick to them. I often prepare these for my husband for our date nights and serve them with steak.",4.68,41,48,"10 slices bacon ; 10 sea scallops ; 1 teaspoon Cajun seasoning ; 1 tablespoon olive oil ; 1 lemon, cut into wedges","Arrange bacon in a large skillet and cook over medium-high heat, turning occasionally, until lightly browned but still pliable, about 5 minutes. Drain the bacon slices on paper towels. Wrap each slice of bacon around one sea scallop and secure with a toothpick. Season with Cajun seasoning. Heat olive oil in a clean skillet over medium-high heat; sear scallops until golden and bacon is crisp, 3 to 4 minutes on each side. Squeeze lemon over scallops. Serve immediately.",15 mins,10 mins,25 mins,5,10 appetizers,198.4,3.1,,10.9,2.9,54.4,21.1,,683.0,98.4,23.1,1.6,6.1,336.1,,,59.4,3.0,,,0.4,0.1,,,,,,,,,,
Italian Cioppino,https://www.allrecipes.com/recipe/238236/italian-cioppino/,,"Soups, Stews and Chili Recipes ,Soup Recipes","Great for a hungry family, they will love this recipe! Just ladle soup into bowls and enjoy!",4.76,17,22,"3 tablespoons unsalted butter ; 1 cup chopped onion ; 3 cloves garlic, minced ; 2 (14.5 ounce) cans chicken broth ; 2 (14.5 ounce) cans diced tomatoes ; ¾ cup white wine ; ½ cup water ; 1 tablespoon dried basil ; ½ teaspoon dried thyme ; ½ teaspoon dried oregano ; ¼ teaspoon red pepper flakes ; 2 bay leaves ; 1 ¼ pounds cod fillets, cut into chunks ; 1 pound large shrimp, peeled and deveined ; 1 pound bay scallops ; 10 small clams in shell, scrubbed ; 10 mussels, cleaned and debearded","Melt butter in a large braising pan over medium heat. Cook onions and garlic in melted butter, stirring occasionally with a wooden spoon, until onions are softened, 5 to 7 minutes. Stir chicken broth, diced tomatoes, wine, water, basil, thyme, oregano, red pepper flakes, and bay leaves with the onion and garlic. Place a cover on the braising pan and cook mixture at a simmer until the tomatoes are softened and the broth flavorful, about 30 minutes. Fold cod, shrimp, scallops, clams, and mussels into the broth mixture; bring to a boil, reduce heat to low, return cover to pan, and continue to simmer until the clams open, 5 to 7 minutes.",20 mins,45 mins,1 hr 5 mins,8,8 servings,293.2,10.5,4.2,6.4,3.0,173.9,41.4,1.5,926.8,57.4,121.8,9.6,48.1,887.4,,,1332.7,6.3,,14.6,16.9,0.1,,,,,,,,,,
Shrimp Rangoon,https://www.allrecipes.com/recipe/214511/shrimp-rangoon/,,"Appetizers and Snacks ,Seafood",Simple and tasty side dish.,3.67,3,3,"½ cup vegetable oil for frying ; 1 (8 ounce) package cream cheese, softened ; ¼ pound cooked shrimp, roughly chopped ; 2 tablespoons minced white onion ; ½ teaspoon garlic powder ; ½ teaspoon ground black pepper ; 12 (7 inch square) wonton wrappers","Heat oil in a deep-fryer or large saucepan to 350 degrees F (175 degrees C). Mix cream cheese, shrimp, onion, garlic powder, and pepper together in a bowl. Place a spoonful of cream cheese mixture onto each wonton. Dampen the edges of wontons with water; fold edges over the filling and press together to seal. Place wontons in the hot oil; fry until golden brown, about 3 minutes.",20 mins,3 mins,23 mins,6,12 wontons,354.0,38.6,0.3,16.0,8.7,83.7,13.1,1.3,519.2,144.2,69.0,3.2,22.3,141.0,,,554.6,6.5,,0.7,61.3,0.3,,,,,,,,,,
Mexican Mango and White Fish Ceviche,https://www.allrecipes.com/recipe/263627/mexican-mango-and-white-fish-ceviche/,,"Appetizers and Snacks ,Seafood","Fresh and delicious, this Mexican ceviche will add punch to your next party. An easy no-cook, make-ahead starter or nibble. Serve with tortilla chips, avocado, lime wedges, and salt to garnish.",4.38,8,5,"2 pounds white fish, cut into small cubes ; 4 limes, juiced ; ½ orange, juiced ; 1 tablespoon olive oil ; 1 green chile pepper, chopped ; 2 mangoes, cut into cubes ; 5 green onions, chopped ; 3 tomatoes, seeded and chopped ; ½ cup chopped fresh cilantro ;  salt and ground black pepper to taste","Combine white fish, lime juice, orange juice, oil, and chile pepper in a glass or ceramic bowl. Cover with plastic wrap and refrigerate for 90 minutes. Mix in mangoes and green onions, cover, and chill for 10 minutes more. Gently fold in tomatoes and cilantro. Season with salt and pepper and serve immediately.",15 mins,,1 hr 55 mins,12,12 servings,148.2,9.8,6.1,5.8,0.9,45.4,15.4,2.0,56.5,52.0,42.5,0.7,36.0,442.0,,,853.0,5.6,,32.6,30.3,0.2,,,,,,,,,,
Fire Roasted Tomato and Feta Pasta with Shrimp,https://www.allrecipes.com/recipe/112867/fire-roasted-tomato-and-feta-pasta-with-shrimp/,,"Seafood ,Shellfish",Linguine pasta and sauteed shrimp are bathed in a basil-flavored fire roasted tomato sauce and sprinkled with feta cheese.,4.44,275,276,"½ pound linguine pasta ; 1 tablespoon olive oil ; 3 cloves garlic, minced ; 12 medium shrimp, peeled and deveined ; 1 (14.5 ounce) can fire roasted tomatoes ; 1 tablespoon chopped fresh basil ;  salt and pepper to taste ; ½ cup crumbled feta cheese","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. While the pasta is cooking, heat the olive oil in a large skillet over medium heat. Add the garlic; cook and stir until fragrant, about 1 minute. Add the shrimp, and cook until opaque, about 3 to 5 minutes. Pour in the tomatoes and heat through. Season with basil, salt and pepper. Toss the cooked pasta in the sauce, and sprinkle with crumbled feta to serve.",15 mins,12 mins,27 mins,2,2 servings,702.1,94.8,11.2,23.4,11.0,110.9,31.8,6.0,1353.9,210.3,418.8,6.7,99.2,706.3,,,637.0,13.3,,21.1,263.7,0.2,,,,,,,,,,
Shrimp and Asparagus Fettuccine,https://www.allrecipes.com/recipe/213640/shrimp-and-asparagus-fettuccine/,,"World Cuisine ,European",This is a family favorite! Very simple ingredients and full of robust flavor. It's a perfect dish for an everyday meal or to serve to company.,4.66,128,136,"1 bunch fresh asparagus, trimmed and cut into 1 inch pieces ; ¾ cup olive oil, or more if needed ; 6 cloves garlic, pressed ;  salt and pepper to taste ; 1 pound dry fettuccine pasta ; 2 teaspoons olive oil ; 1 pound uncooked shrimp - peeled, deveined, and tails removed ; 2 tablespoons seafood seasoning (such as Old Bay®), or to taste ; 1 cup shredded Parmesan cheese, or more if desired","Separate the asparagus tips from the rest of the cut pieces, and set the tips aside. Heat 3/4 cup of olive oil over medium heat. Cook and stir the garlic in the hot oil until it begins to turn brown, about 5 minutes. Stir in the cut pieces of asparagus (not the tips), and season with salt and pepper. Cook and stir the asparagus until tender but still bright green, about 10 minutes, then add the asparagus tips. Cook and stir for 5 more minutes. While the asparagus is cooking, fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the fettuccine, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 8 minutes. Drain well in a colander set in the sink, return to the pot, and drizzle 2 teaspoons of olive oil over the pasta. Remove the asparagus from the skillet with a slotted spoon, leaving oil in skillet, and set the asparagus aside. Pat the shrimp dry with paper towels, and place in the hot skillet over medium-high heat. Sprinkle the shrimp with the seafood seasoning, and cook and stir the shrimp until they are pink and no longer translucent. Return the asparagus to the skillet, and cook the shrimp and asparagus until thoroughly heated, 2 to 3 more minutes. Stir the shrimp and asparagus into the cooked fettuccine, and toss with shredded Parmesan cheese. The olive oil serves as the sauce, so add more as needed to generously coat the pasta, shrimp and asparagus.",25 mins,25 mins,50 mins,8,8 servings,517.0,47.5,1.9,26.2,5.1,93.5,22.8,4.1,680.7,235.4,170.4,4.6,54.2,289.0,,,592.7,9.2,,4.9,135.7,0.4,,,,,,,,,,
Stuffed Mushrooms Casino,https://www.allrecipes.com/recipe/25494/stuffed-mushrooms-casino/,,"Appetizers and Snacks ,Vegetable",This appetizer is a combination of two of my favorites -- stuffed mushrooms and clams casino.,4.63,56,57,"24 large fresh mushrooms ; ½ cup butter ; 1 tablespoon all-purpose flour ; ⅓ cup chopped green onions ; ⅓ cup sherry ; 1 (16 ounce) can minced clams, drained with juice reserved ; 3 cloves garlic, peeled and minced ; ½ cup seasoned bread crumbs ;  ground black pepper to taste ; 1 teaspoon Italian-style seasoning ; ½ cup bacon bits ; ⅓ cup grated Romano cheese ; ½ cup butter, melted ; 1 lemon - cut into wedges, for garnish","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking sheet. Remove stems from mushrooms. Reserve and chop approximately 1/2. Arrange mushroom caps in a single layer on the prepared baking sheet so that the edges of the caps touch one another. Set aside. In a small saucepan over medium heat, melt 1/2 cup butter. Place reserved, chopped mushroom stems in the pan, and slowly cook and stir until soft. Stir in the flour to coat mushroom stems. Mix in green onions, sherry, minced clams and 1/2 their reserved juice (discard remainder), garlic, bread crumbs, pepper, Italian-style seasoning and bacon bits. Continue cooking approximately 3 minutes, until all ingredients are well mixed. Remove from heat and stir in Romano cheese. Allow mixture to cool approximately 5 minutes. Fill the mushroom caps generously with the mixture. Drizzle with melted butter. Bake in the preheated oven 20 to 25 minutes, until lightly browned. Serve with lemon wedges.",20 mins,25 mins,45 mins,8,24 stuffed mushrooms,393.7,15.0,1.8,27.7,16.2,108.8,22.7,1.9,702.1,249.0,143.8,16.8,25.8,645.2,,,1140.6,8.7,,25.7,43.3,0.2,,,,,,,,,,
Salmon Pot Pie,https://www.allrecipes.com/recipe/234686/salmon-pot-pie/,,"Seafood ,Fish","I was looking to make some warm comfort food on a cold winter day. I was thinking chicken pot pie but wanted to try something different, though along the same lines - served in a individual baking dish with a creamy sauce, and topped with puff pastry. Sounds like chicken pot pie but I wanted salmon! I looked at some fish pie recipes but nothing I found came in that familiar comforting form. So I set out on my own and this is what I came up with! Hope you enjoy it.",4.75,4,4,"3 cups clam juice ; 1 (3 ounce) salmon fillet, skin removed ; 1 tablespoon olive oil ; 2 tablespoons butter ; 1 carrot, peeled and diced ; 1 stalk celery, diced ; 1 small leek, diced ; 1 shallot, minced ; 3 tablespoons all-purpose flour, or as needed ; 1 cup heavy whipping cream ; 3 tablespoons chopped fresh dill, or to taste ; ½ lemon, juiced, or to taste ;  salt and ground black pepper to taste ; 10 medium shrimp, peeled and deveined ; 1 ½ ounces smoked salmon, chopped ; ½ sheet frozen puff pastry, thawed","Preheat oven to 425 degrees F (220 degrees C). Grease two 2-cup baking dishes. Bring the clam juice to a simmer in a small pot. Place salmon fillet into clam juice; poach until fish flakes easily with a fork, about 10 minutes. Remove salmon to a plate; reserve poaching liquid. Heat olive oil and butter in a skillet over medium heat. Stir in carrot, celery, leek, and shallot; cook and stir until vegetables are tender, about 5 minutes. Whisk flour into vegetable mixture; cook and stir until flour is golden, about 5 minutes. Whisk reserved poaching liquid and cream into vegetable mixture; return to a simmer and cook, stirring occasionally, until sauce thickens, about 3 minutes. Stir dill and lemon juice into mixture; season with salt and pepper. Break salmon fillet into bite-size pieces; divide into prepared baking dishes. Cover salmon with 1/3 the sauce; layer 5 shrimp into each dish. Cover shrimp with 1/3 the sauce; divide smoked salmon evenly into each dish. Top with remaining 1/3 the sauce. Roll out puff pastry sheet 1/8-inch thick on a lightly floured surface. Cut two pastry circles large enough to cover the baking dishes and place one circle over each dish. Place dishes on a baking sheet. Bake in the preheated oven until pastry is risen and golden brown, about 15 minutes. Cool for 5 minutes before serving.",20 mins,40 mins,1 hr 5 mins,4,2 pot pies,565.5,25.1,2.0,45.5,21.3,153.0,15.2,1.5,686.6,409.9,103.0,2.9,52.8,613.5,,,4686.8,7.5,,8.7,66.4,0.3,,,,,,,,,,
Shrimp Parmigiana,https://www.allrecipes.com/recipe/267017/shrimp-parmigiana/,,"World Cuisine ,European","Lightly breaded and fried shrimp are tossed in marinara sauce and baked with a cheese crust. Surprisingly, this does not taste oily at all. Very good flavor, nice and light. Serve over angel hair pasta with a tossed salad on the side. The red pepper sauce pairs well with the shrimp, but you can use your favorite marinara.",5.0,1,1,"2 cups canola oil ; 1 tablespoon paprika ; 1 teaspoon salt ; 1 teaspoon ground black pepper ; 1 teaspoon dried oregano ; 1 teaspoon ground thyme ; 1 teaspoon dried marjoram ; 1 teaspoon garlic powder ; 1 teaspoon onion powder ; ½ teaspoon cayenne pepper ; 1 cup Italian-style bread crumbs ; 2 tablespoons grated Parmesan cheese ; 1 cup all-purpose flour ; 2 eggs ; 1 tablespoon water ; 1 ½ pounds shrimp, peeled and deveined ; 1 (32 ounce) jar roasted red pepper and garlic tomato sauce ; 1 cup shredded mozzarella cheese","Pour oil into a pot and heat to 350 degrees F (175 degrees C). Combine paprika, salt, black pepper, oregano, thyme, marjoram, garlic powder, onion powder, and cayenne powder in a bowl. Mix 1 tablespoon of spice mixture with bread crumbs and Parmesan cheese in a separate bowl. Mix remaining spices with flour in a third bowl. Beat eggs and water together in a bowl. Dip each shrimp in flour mixture, then in egg mixture, and then in bread crumbs and place on a plate. Fry shrimp in hot oil until they float and turn golden brown, about 1 minute. Drain on a paper towel-lined plate. Set an oven rack about 6 inches from the heat source and preheat the oven's broiler. Pour tomato sauce into an 8-inch square casserole dish and top with fried shrimp, dipping them to coat with sauce. Top with mozzarella cheese. Broil in the preheated oven until cheese starts to brown, 3 to 4 minutes.",15 mins,20 mins,35 mins,6,6 servings,1109.6,52.0,15.1,86.0,9.7,243.6,33.2,6.1,1494.1,773.8,293.1,6.9,85.8,778.4,,,1760.7,17.6,,6.4,92.7,0.4,,,,,,,,,,
Brian's Easy Stuffed Flounder,https://www.allrecipes.com/recipe/46127/brians-easy-stuffed-flounder/,,"Seafood ,Fish",Easy to make and bake stuffed whole flounder. This tastes great and looks beautiful.,4.67,75,83,"1 whole flounder ; 1 cup butter, divided ; ½ cup chopped celery ; ½ cup chopped onion ; 3 cups chicken-flavored dry bread stuffing mix ; 1 (6 ounce) can lump crabmeat ; 1 (4 ounce) can small shrimp, liquid reserved ; 1 teaspoon Old Bay Seasoning TM, or to taste ; 1 teaspoon Cajun seasoning (Optional)","Preheat the oven to 300 degrees F (150 degrees C). Lay the fish down dark side up. Make an incision next to the backbone on both sides, stopping before the head and tail. Slip the knife in between the flesh and backbone and run the knife down the ribs on both sides of the backbone. Melt 1/2 cup of butter in a skillet over medium heat. Saute the onion and celery in the butter until just tender. Place the stuffing mix into a bowl, and stir the onion and celery into it along with the butter in the pan. Mix in the crab and shrimp with their juices, adding a little more liquid, or more stuffing to get a good consistency. Melt the remaining butter, and brush some of it onto a cookie sheet. Stuff the stuffing mixture into the pockets of the flounder, and place the stuffed fish on the cookie sheet. Brush the outside of the fish with melted butter, and season with the   and if desired, Cajun seasoning. Bake for about 25 to 30 minutes in the preheated oven, or just until the flounder flakes easily with a fork.",25 mins,30 mins,55 mins,6,6 servings,820.2,78.3,9.1,36.2,20.8,199.8,43.1,3.7,2204.4,326.0,168.7,4.9,113.3,758.9,,,1044.9,17.4,,2.5,195.9,0.7,,,,,,,,,,
Pink Sauce for Pasta (Shrimp),https://www.allrecipes.com/recipe/11840/pink-sauce-for-pasta-shrimp/,,"Side Dish ,Sauces and Condiments",Great with pasta or rice.,4.31,48,47,"4 tablespoons tomato puree ; ¾ cup water ; 1 cup heavy cream ; 1 ½ teaspoons grated fresh ginger root ; ¼ teaspoon cayenne pepper ; 4 teaspoons lemon juice ; 1 teaspoon ground cumin ; 1 teaspoon salt ;  ground black pepper to taste ; ½ teaspoon white sugar ; 3 tablespoons vegetable oil ; 1 tablespoon mustard seed ; 2 cloves garlic, chopped ; 2 pounds medium shrimp - peeled and deveined ;  salt to taste ;  ground black pepper to taste","Place tomato puree in a measuring cup. Add enough water to make a total measure of 1 cup, place in a medium bowl. Stir in cream, ginger, cayenne pepper, lemon juice, cumin, 1 teaspoon salt, black pepper to taste, and sugar. Cover and refrigerate until needed. Heat oil in a large frying pan over a medium-high heat. Add the mustard seeds. As soon as they begin to pop, add the garlic. Stir once and add the shrimps. Stir and fry until they just turn opaque, sprinkling with salt and pepper to taste. Pour in the pink sauce and stir. As soon as the sauce is bubbling, the dish is ready to be served with hot cooked pasta or rice.",5 mins,10 mins,15 mins,4,4 to 6 servings,564.7,8.0,1.7,37.2,15.8,426.6,48.5,0.9,1004.3,335.2,182.8,6.4,103.2,580.2,,,1420.0,17.6,,9.8,14.0,0.1,,,,,,,,,,
Do-It-Yourself Salmon Poke Bowls,https://www.allrecipes.com/recipe/263252/do-it-yourself-salmon-poke-bowls/,,"Main Dishes ,Bowls",Salmon poke bowls are easy to make in your own home! Buy your favorite toppings and enjoy a totally custom poke bowl for cheaper than buying it at a restaurant.,4.0,1,1,"4 cups cooked rice ; 4 tablespoons soy sauce ; 4 teaspoons rice vinegar ; 4 teaspoons sesame oil ; ¼ teaspoon chile oil (Optional); ¾ pound sashimi-grade salmon, cut into small cubes ; 1 avocado, sliced, or to taste ; 1 red bell pepper, sliced, or more to taste ; ¼ cup shelled edamame, or more to taste ; 4 sheets dried seaweed, cut into strips, or to taste ; 1 tablespoon pickled ginger, or to taste ; 1 tablespoon furikake (Japanese nori seasoning), or to taste ; 2 tablespoons chopped green onion, or to taste ; 1 tablespoon sesame seeds, or to taste","Divide rice among 4 bowls. Mix soy sauce, rice vinegar, sesame oil, and chile oil in a bowl to make dressing. Mix salmon with the dressing. Divide among the 4 bowls. Top bowls with avocado, red bell pepper, edamame, seaweed, pickled ginger, and furikake seasoning. Garnish with chopped green onion a sprinkling of sesame seeds.",25 mins,,25 mins,4,4 servings,511.2,57.4,4.0,19.8,2.9,46.8,24.1,5.1,1077.7,178.5,65.0,3.7,77.2,844.9,,,1223.8,15.3,,44.7,177.7,0.5,,,,,,,,,,
Codfish Chowder,https://www.allrecipes.com/recipe/223419/codfish-chowder/,,"Soups, Stews and Chili Recipes ,Chowders","A great, easy chowder made with bacon, potatoes, corn and fish. You can replace the milk with half-and-half or cream and the fish with seafood if you want a richer chowder.",4.66,38,43,"8 slices bacon, diced ; 1 large onion, diced ; 1 red bell pepper, seeded and diced ;  salt and ground black pepper to taste ; 2 cloves garlic, chopped ; 1 ½ tablespoons seafood seasoning (such as Old Bay®) ; 1 (16 ounce) can chicken broth ; 3 red potatoes, cut into 1/2-inch cubes ; 4 ears sweet corn, shucked and kernels cut off ; ½ cup water, or as needed to cover (Optional); 2 cups whole milk, or more as needed ; 2 tablespoons butter ; 1 pound thick cod fillets, cut into 1-inch pieces ; 2 tablespoons chopped fresh flat-leaf parsley","Cook bacon in a soup pot over medium heat until crisp and brown, about 10 minutes. Remove bacon with a slotted spoon, leaving drippings in the pot. Cook and stir onion and red bell pepper until softened, about 5 minutes; season with salt and pepper. Stir in garlic and seafood seasoning and cook and stir 2 more minutes. Pour in chicken broth and stir in potatoes and corn; add water if needed to cover vegetables. Bring to a boil and reduce heat to low; simmer until potatoes are tender, about 15 minutes. Stir in milk and butter until butter has melted; mix in reserved bacon. Bring the soup just to the boiling point and stir in cod and parsley; cook, stirring occasionally, until fish flakes easily, 5 to 8 minutes.",20 mins,40 mins,1 hr,6,6 servings,407.7,23.1,8.1,24.9,9.8,78.1,23.8,3.2,1206.0,224.4,117.9,1.2,69.8,689.1,,,1084.6,9.0,,35.5,56.5,0.4,,,,,,,,,,
Crispy Baked Basa,https://www.allrecipes.com/recipe/68917/crispy-baked-basa/,,"Seafood ,Fish","Basa is a new fish that is common in many markets here in Houston. It is a mild, tasty fish.",4.36,87,87,"¼ cup mayonnaise ; 1 tablespoon stone ground mustard ; 1 teaspoon capers ; 1 teaspoon ketchup ; ¼ teaspoon paprika ; ¼ teaspoon hot pepper sauce ; 1 pound swai fish ; 1 ½ tablespoons olive oil ; 1 cup finely crushed plain Melba toast rounds ;  salt and pepper to taste ; 1 clove garlic, minced ; 1 lemon, sliced","Preheat oven to 375 degrees F (190 degrees C). In a bowl, thoroughly blend the mayonnaise, mustard, capers, ketchup, paprika, and hot pepper sauce. Brush the basa fillets with about 1 tablespoon olive oil, and roll in the crushed Melba toast to coat. Season with salt and pepper. Use a kitchen sprayer to lightly spray the coated fish with remaining olive oil. Arrange the fish in a baking dish and top with garlic and lemon slices. Bake 15 minutes in the preheated oven, or until fish is easily flaked with a fork and coating is lightly browned. Serve with the mayonnaise sauce mixture.",15 mins,15 mins,30 mins,4,4 servings,338.0,10.5,0.5,24.9,4.4,58.6,19.1,1.8,379.9,224.5,36.9,1.2,34.9,407.2,,,196.1,6.5,,22.0,23.7,0.5,,,,,,,,,,
"Cod with Lemon, Garlic, and Chives",https://www.allrecipes.com/recipe/231862/cod-with-lemon-garlic-and-chives/,,"Seafood ,Fish","This is a super simple recipe that can be used with any fish. I just happen to like cod a lot. You throw the ingredients in a foil pouch, then steam in the oven. A true no-brainer meal.",4.2,50,49,"4 (6 ounce) cod fillets ; 4 teaspoons olive oil ;  salt and ground black pepper to taste ; 1 bunch fresh chives, coarsely chopped ; 2 lemons, sliced ; 2 cloves garlic, sliced","Preheat oven to 400 degrees F (200 degrees C). Cut 4 large squares of heavy-duty aluminum foil. Brush each fillet with olive oil and sprinkle with salt and black pepper. Place each fillet in the center of an aluminum foil square. Lay lemon slices down the length of each fillet and sprinkle garlic slices and chives over the top. Fold foil over the fish and turn the edges over 2 or 3 times; flatten to seal the packets. Bake in the preheated oven until the fish is opaque and flakes easily with a fork, 15 to 20 minutes.",15 mins,15 mins,30 mins,4,4 servings,203.3,7.7,0.5,6.3,0.9,73.0,32.0,3.4,106.4,56.5,81.3,1.5,74.6,494.1,,,1298.2,9.5,,61.2,44.0,0.2,,,,,,,,,,
