id,nom,img_url,time_total,time_prepa,time_repo,time_cuisson,difficylty,budget,numberP,etape,ingredients
10,Mochi au Nutella,https://assets.afcdn.com/recipe/20200920/114241_w96h73c1cx960cy540cxb1920cyb1080.jpg,1 h 30 min,1 h 30 min,-,-,facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': 'Préparation de la garniture : Avec une cuillère à café déposer une vingtaine de portions de Nutella sur une feuille de papier sulfurisé.'}, {'etap_id': 1, 'titre': 'Étape 2', 'description': 'Laissez-les durcir au frigo 20 à 30 minutes. Ils seront plus faciles à manipuler après.'}, {'etap_id': 2, 'titre': 'Étape 3', 'description': ""Préparation du mochi : Dans un bol résistant à la chaleur et allant au micro-ondes, mélanger la farine et le sucre. Ajouter l'eau petit à petit en mélangeant avec un petit fouet jusqu'à obtenir un mélange lisse.""}, {'etap_id': 3, 'titre': 'Étape 4', 'description': ""Couvrir le bol (en laissant un passage pour l'air) avec du film étirable. Passer 1 min au micro-ondes. Puis mélanger légèrement avec une spatule. Remettre 1 min au micro-ondes. Mélanger légèrement à nouveau.""}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'La pâte devient collante, alors remettre au micro-ondes 30 secondes (pas 1 min!) et mélanger brièvement.'}, {'etap_id': 5, 'titre': 'Étape 6', 'description': ""Répéter jusqu'à ce que le mélange devienne très épais et translucide.""}, {'etap_id': 6, 'titre': 'Étape 7', 'description': 'Transférer la pâte à Mochi sur une surface saupoudrée de fécule de pomme de terre. \nLa pâte sera très chaude, il faudra au début la manipuler avec une spatule.'}, {'etap_id': 7, 'titre': 'Étape 8', 'description': 'Couper le mochi en 20 morceaux égaux. Pour éviter que la pâte colle aux mains, les couvrir de fécule.'}, {'etap_id': 8, 'titre': 'Étape 9', 'description': ""Prendre une portion de mochi dans vos mains et l'aplatir en un disque de 4 à 5 cm. Déposer une portion de nutella dessus (on les sort du congélateur un par un sinon ils vont se ramollir).""}, {'etap_id': 9, 'titre': 'Étape 10', 'description': 'Tirer les bords du mochi de tous côtés pour recouvrir entièrement le nutella. Presser au point de rencontre pour seller le mochi. Lisser le mochi en le roulant sur le plan de travail saupoudré de fécule.'}]","[{'id_ingre': 1, 'nom_ingre': 'sucre', 'quantity': '⁄', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'confiture', 'quantity': 'empty', 'image_ingre': 'https://assets.afcdn.com/recipe/20211217/125985_w96h96c1cx2000cy2000cxb4000cyb4000.jpg'}, {'id_ingre': 3, 'nom_ingre': 'crème', 'quantity': '40', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67440_w96h96c1cx350cy350.jpg'}, {'id_ingre': 4, 'nom_ingre': 'sucre', 'quantity': '50', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': 'sucre', 'quantity': '50', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 6, 'nom_ingre': 'farine de riz', 'quantity': '100', 'image_ingre': 'https://assets.afcdn.com/recipe/20180823/81896_w96h96c1cx3400cy3400cxb6800cyb6800.jpg'}, {'id_ingre': 7, 'nom_ingre': 'eau', 'quantity': '180', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67528_w96h96c1cx350cy350.jpg'}, {'id_ingre': 8, 'nom_ingre': 'nutella', 'quantity': 'empty', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67520_w96h96c1cx350cy350.jpg'}]"
11,Meringue pour les nuls,https://assets.afcdn.com/recipe/20160331/26445_w96h96c1cx1500cy1000.jpg,1 h 5 min,5 min,-,1 h,très facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': ""Quelques trucs pour bien réussir ces meringues : sortir les oeufs du réfrigérateur un quart d'heure avant de les utiliser.""}, {'etap_id': 1, 'titre': 'Étape 2', 'description': ""Ne surtout pas mélanger de jaunes aux blancs d'oeuf.""}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'Ajouter une pincée de sel avant de battre les blancs en neige.'}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'Utiliser un récipient plus haut que large et utiliser un batteur électrique (bien plus rapide et moins fatiguant)! On peut commencer :'}, {'etap_id': 4, 'titre': 'Étape 5', 'description': ""Battre les blancs d'oeuf en neige ferme.""}, {'etap_id': 5, 'titre': 'Étape 6', 'description': 'Ajouter le sucre par petites quantités tout en continuant de battre.'}, {'etap_id': 6, 'titre': 'Étape 7', 'description': 'Préchauffer le four à 120°C (thermostat 4).'}, {'etap_id': 7, 'titre': 'Étape 8', 'description': 'Déposer immédiatement de petits tas de meringue sur une plaque de four préalablement recouverte de papier sulfurisé.'}, {'etap_id': 8, 'titre': 'Étape 9', 'description': 'Cuire entre 30 minutes et 1 heure à 120°C.'}, {'etap_id': 9, 'titre': 'Étape 10', 'description': 'Au bout de 30 minutes, on obtient des meringues blanches et moelleuses.'}, {'etap_id': 10, 'titre': 'Étape 11', 'description': ""Au bout d'1 heure, on obtient des meringues rosées, craquantes et fondantes avec un coeur moelleux.""}, {'etap_id': 11, 'titre': 'Étape 12', 'description': 'Une fois cuites, décoller les meringues délicatement dès la sortie du four et laisser refroidir sur une grille. '}]","[{'id_ingre': 1, 'nom_ingre': 'sucre semoule', 'quantity': '250', 'image_ingre': 'https://assets.afcdn.com/recipe/20170621/68916_w96h96c1cxb700cyb700.jpg'}, {'id_ingre': 2, 'nom_ingre': ""blancs d'oeuf"", 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20171128/75633_w96h96c1cx1744cy1466cxb3488cyb2932.jpg'}]"
12,Brownies,https://assets.afcdn.com/recipe/20161114/26634_w96h96c1cx2736cy1824.jpg,25 min,10 min,-,15 min,facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': 'Faites fondre le chocolat cassé en morceaux avec le beurre. '}, {'etap_id': 1, 'titre': 'Étape 2', 'description': ""Pendant ce temps, battez les oeufs avec le sucre jusqu'à ce que le mélange blanchisse. ""}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'Ajoutez la farine, le sucre vanillé, et ajoutez le chocolat. '}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'Versez le tout dans un moule, et enfournez à 180°C (thermostat 6)pendant 15 min... '}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'Et voilà !'}]","[{'id_ingre': 1, 'nom_ingre': 'chocolat pâtissier', 'quantity': '250', 'image_ingre': 'https://assets.afcdn.com/recipe/20181227/85157_w96h96c1cx1200cy1200cxb2400cyb2400.jpg'}, {'id_ingre': 2, 'nom_ingre': 'sucre vanillé', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67644_w96h96c1cx350cy350.jpg'}, {'id_ingre': 3, 'nom_ingre': 'beurre', 'quantity': '150', 'image_ingre': 'https://assets.afcdn.com/recipe/20201201/115998_w96h96c1cx912cy821cxb1824cyb1643.jpg'}, {'id_ingre': 4, 'nom_ingre': 'sucre', 'quantity': '150', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': 'farine', 'quantity': '60', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 6, 'nom_ingre': 'sel', 'quantity': 'empty', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67687_w96h96c1cx350cy350.jpg'}, {'id_ingre': 7, 'nom_ingre': 'oeufs', 'quantity': '3', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}]"
13,Véritable moelleux au chocolat,https://assets.afcdn.com/recipe/20170201/63676_w96h96c1cx3000cy2000.jpg,40 min,10 min,-,30 min,très facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': 'Préchauffer le four à 180°C (thermostat 6).\r\n\r\nFaire fondre le chocolat dans une casserole.'}, {'etap_id': 1, 'titre': 'Étape 2', 'description': 'Hors du feu, ajouter le beurre, '}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'la farine et la levure.'}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'Fouetter les jaunes d’oeuf avec le sucre'}, {'etap_id': 4, 'titre': 'Étape 5', 'description': ""et un peu d'eau pour faire mousser""}, {'etap_id': 5, 'titre': 'Étape 6', 'description': ""puis l'ajouter à la préparation chocolatée.""}, {'etap_id': 6, 'titre': 'Étape 7', 'description': 'Battre les blancs en neige et les incorporer dans la casserole tout doucement.'}, {'etap_id': 7, 'titre': 'Étape 8', 'description': 'Verser le tout dans un moule beurré à bords hauts'}, {'etap_id': 8, 'titre': 'Étape 9', 'description': 'et enfourner pendant environ 35 minutes.'}, {'etap_id': 9, 'titre': 'Étape 10', 'description': 'On peut ajouter du sucre glace ou du chocolat fondu, pour décorer le dessus du gâteau.'}, {'etap_id': 10, 'titre': 'Étape 11', 'description': 'Déguster'}]","[{'id_ingre': 1, 'nom_ingre': 'farine', 'quantity': '125', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'beurre doux', 'quantity': '125', 'image_ingre': 'https://assets.afcdn.com/recipe/20201201/116000_w96h96c1cx912cy821cxb1824cyb1643.jpg'}, {'id_ingre': 3, 'nom_ingre': 'sucre semoule', 'quantity': '250', 'image_ingre': 'https://assets.afcdn.com/recipe/20170621/68916_w96h96c1cxb700cyb700.jpg'}, {'id_ingre': 4, 'nom_ingre': 'chocolat noir', 'quantity': '200', 'image_ingre': 'https://assets.afcdn.com/recipe/20181227/85156_w96h96c1cx1200cy1200cxb2400cyb2400.jpg'}, {'id_ingre': 5, 'nom_ingre': 'levure', 'quantity': '⁄', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67565_w96h96c1cx350cy350.jpg'}, {'id_ingre': 6, 'nom_ingre': 'oeufs', 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}]"
14,Gâteau d'anniversaire,https://assets.afcdn.com/recipe/20190529/93143_w96h96c1cx2592cy1728cxb5184cyb3456.jpg,1 h 20 min,20 min,-,1 h,facile,moyen,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': ""Mélanger les jaunes d'oeuf et le sucre ""}, {'etap_id': 1, 'titre': 'Étape 2', 'description': 'pour obtenir un mélange blanc.'}, {'etap_id': 2, 'titre': 'Étape 3', 'description': ""Ajouter peu à peu le verre de lait, le verre d'huile, la levure, puis la farine.""}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'Monter les blancs en neige très ferme, puis les incorporer délicatement.'}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'Beurrer et fariner légèrement un grand moule'}, {'etap_id': 5, 'titre': 'Étape 6', 'description': 'manqué, puis cuire 60 min à thermostat 3 ou 4 (120°C), en enfournant à four froid.'}, {'etap_id': 6, 'titre': 'Étape 7', 'description': 'Décorer selon vos désirs : par exemple une crème au chocolat blanc en mélangeant du chocolat blanc à du fromage frais puis décorer avec des décors en sucre ou des paillettes colorées.'}]","[{'id_ingre': 1, 'nom_ingre': 'farine', 'quantity': '300', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'sucre', 'quantity': '300', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 3, 'nom_ingre': 'sucre vanillé', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67644_w96h96c1cx350cy350.jpg'}, {'id_ingre': 4, 'nom_ingre': 'levure chimique', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67355_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': 'lait', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67388_w96h96c1cx350cy350.jpg'}, {'id_ingre': 6, 'nom_ingre': 'huile', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20220117/127496_w96h96c1cx411cy411cxb822cyb822.jpg'}, {'id_ingre': 7, 'nom_ingre': 'oeufs', 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}]"
15,Pain perdu,https://assets.afcdn.com/recipe/20170112/30531_w96h96c1cx1500cy1000.jpg,30 min,15 min,-,15 min,moyenne,moyen,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': 'Fouetter les oeufs avec le sucre et le lait.'}, {'etap_id': 1, 'titre': 'Étape 2', 'description': 'Y tremper les tranches de pain.'}, {'etap_id': 2, 'titre': 'Étape 3', 'description': ""Deux solutions pour la cuisson : les cuire à la poêle dans du beurre en les faisant dorer de chaque côté, ou, les cuire au four : beurrer légèrement un plat à  gratin, y répartir les tranches, verser le reste du mélange (ajouter du sucre si envie), laisser cuire à 180°C (thermostat 6) jusqu'à que les tranches soient dorées.""}]","[{'id_ingre': 1, 'nom_ingre': 'lait', 'quantity': '25', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67388_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'sucre de canne', 'quantity': '75', 'image_ingre': 'https://assets.afcdn.com/recipe/20170621/68913_w96h96c1cxb700cyb700.jpg'}, {'id_ingre': 3, 'nom_ingre': 'oeufs', 'quantity': '3', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}, {'id_ingre': 4, 'nom_ingre': 'pain', 'quantity': '6', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67639_w96h96c1cx350cy350.jpg'}]"
16,Gaufres faciles et légères,https://assets.afcdn.com/recipe/20140103/35197_w96h96c1cx1632cy2464.jpg,17 min,15 min,-,2 min,très facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': ""Mettre la farine dans un saladier, y ajouter le sucre, les jaunes d'œufs et le beurre ramolli. ""}, {'etap_id': 1, 'titre': 'Étape 2', 'description': ""Délayer peu à peu le tout en y ajoutant le lait pour qu'il n'y ait pas de grumeaux. ""}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'Battre les blancs en neige avec une pincée de sel et les ajouter au restant en remuant délicatement.'}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'Cuire le tout dans un gaufrier légèrement beurré.'}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'Bon appétit !!'}]","[{'id_ingre': 1, 'nom_ingre': 'farine', 'quantity': '200', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'sucre', 'quantity': '30', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 3, 'nom_ingre': 'beurre', 'quantity': '20', 'image_ingre': 'https://assets.afcdn.com/recipe/20201201/115998_w96h96c1cx912cy821cxb1824cyb1643.jpg'}, {'id_ingre': 4, 'nom_ingre': 'lait', 'quantity': '25', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67388_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': 'sel', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67687_w96h96c1cx350cy350.jpg'}, {'id_ingre': 6, 'nom_ingre': 'oeufs', 'quantity': '3', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}]"
17,Crème pâtissière,https://assets.afcdn.com/recipe/20180713/80960_w96h96c1cx1944cy2592cxb3888cyb5184.jpg,20 min,5 min,-,15 min,très facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': ""Mélanger les jaunes d'oeuf avec le sucre. Battre au fouet jusqu'à que le mélange blanchisse. ""}, {'etap_id': 1, 'titre': 'Étape 2', 'description': 'Ajouter la farine et bien mélanger avec le mélange sucre/oeufs. Ajouter 1/2 verre de lait pour que le mélange soit plus liquide. '}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'Mettre à chauffer le lait. Lorsque le lait est tiède (au bout de 3-4 min) ajouter le mélange oeufs/farine/sucre/lait et la gousse de vanille fendue et grattée avec ses graines.'}, {'etap_id': 3, 'titre': 'Étape 4', 'description': ""Mélanger au fouet jusqu'à ébullition. ""}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'A ce moment là, votre crème sera déjà bien épaisse et vous pouvez arrêter la cuisson.'}]","[{'id_ingre': 1, 'nom_ingre': 'lait', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67388_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'farine', 'quantity': '100', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 3, 'nom_ingre': 'sucre', 'quantity': '200', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67691_w96h96c1cx350cy350.jpg'}, {'id_ingre': 4, 'nom_ingre': 'vanille', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67724_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': ""jaunes d'oeuf"", 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20171128/75634_w96h96c1cx1250cy1250cxb2500cyb2500.jpg'}]"
18,Fondant au chocolat,https://assets.afcdn.com/recipe/20190529/93136_w96h96c1cx3000cy2002cxb6000cyb4004.jpg,35 min,15 min,-,20 min,très facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': 'Préchauffer le four à 180°C (thermostat 6).\nFaire fondre le chocolat et le beurre au bain-marie à feu doux, ou au micro-ondes sur le programme ""décongélation"".'}, {'etap_id': 1, 'titre': 'Étape 2', 'description': ""Pendant ce temps, séparer les jaunes des blancs d'oeuf.""}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'Monter les blancs en neige ferme. Réserver. '}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'Quand le mélange chocolat-beurre est bien fondu, ajouter les jaunes d’oeufs et fouetter. '}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'Incorporer le sucre et la farine, puis ajouter les blancs d’oeufs sans les casser. '}, {'etap_id': 5, 'titre': 'Étape 6', 'description': 'Beurrer et fariner un moule à manqué et y verser la pâte à gâteau.'}, {'etap_id': 6, 'titre': 'Étape 7', 'description': 'Enfourner pendant 20 minutes.'}, {'etap_id': 7, 'titre': 'Étape 8', 'description': 'Quand le gâteau est cuit, le laisser refroidir avant de le démouler. '}]","[{'id_ingre': 1, 'nom_ingre': 'chocolat pâtissier', 'quantity': '200', 'image_ingre': 'https://assets.afcdn.com/recipe/20181227/85157_w96h96c1cx1200cy1200cxb2400cyb2400.jpg'}, {'id_ingre': 2, 'nom_ingre': 'beurre doux', 'quantity': '100', 'image_ingre': 'https://assets.afcdn.com/recipe/20201201/116000_w96h96c1cx912cy821cxb1824cyb1643.jpg'}, {'id_ingre': 3, 'nom_ingre': 'sucre semoule', 'quantity': '100', 'image_ingre': 'https://assets.afcdn.com/recipe/20170621/68916_w96h96c1cxb700cyb700.jpg'}, {'id_ingre': 4, 'nom_ingre': 'farine', 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': 'oeufs', 'quantity': '5', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}]"
19,'The' tarte au citron meringuée,https://assets.afcdn.com/recipe/20170213/63346_w96h96c1cx3000cy2000.jpg,55 min,30 min,-,25 min,très facile,bon marché,1,"[{'etap_id': 0, 'titre': 'Étape 1', 'description': ""On commence par la pâte sablée : mettre le four à préchauffer à 180°C (thermostat 6).\r\n\r\nOn sépare les blancs des jaunes d'oeufs.\r\n""}, {'etap_id': 1, 'titre': 'Étape 2', 'description': ""Fouetter les jaunes d'oeuf avec le sucre et 2 cuillères d'eau pour faire mousser.""}, {'etap_id': 2, 'titre': 'Étape 3', 'description': 'Mélanger au doigt la farine et le beurre coupé en petits cubes'}, {'etap_id': 3, 'titre': 'Étape 4', 'description': 'pour obtenir une consistance sableuse et afin que tout le beurre soit absorbé (il faut faire vite pour que le mélange ne ramollisse pas trop). '}, {'etap_id': 4, 'titre': 'Étape 5', 'description': 'Verser au milieu de ce ""sable"" le mélange liquide.'}, {'etap_id': 5, 'titre': 'Étape 6', 'description': 'Incorporer rapidement au couteau les éléments sans leur donner de corps.'}, {'etap_id': 6, 'titre': 'Étape 7', 'description': 'Former une boule avec les paumes'}, {'etap_id': 7, 'titre': 'Étape 8', 'description': ""et l'écraser 1 ou 2 fois pour rendre la boule plus homogène. ""}, {'etap_id': 8, 'titre': 'Étape 9', 'description': 'Foncer un moule de 25 cm de diamètre avec la pâte sablée'}, {'etap_id': 9, 'titre': 'Étape 10', 'description': 'puis la recouvrir de papier sulfurisé et de haricots secs.'}, {'etap_id': 10, 'titre': 'Étape 11', 'description': 'Cuire à blanc 20 à 25 minutes (NB après baisser le four à 120°C/150°C environ pour la meringue). '}, {'etap_id': 11, 'titre': 'Étape 12', 'description': 'On poursuit avec la crème au citron : laver les citrons et en râper deux afin de récupérer le zeste.'}, {'etap_id': 12, 'titre': 'Étape 13', 'description': 'Mettre les zestes très fins dans une casserole avec le jus des citrons, le sucre et la Maïzena.'}, {'etap_id': 13, 'titre': 'Étape 14', 'description': 'Remuer et commencer à faire chauffer à feux doux.'}, {'etap_id': 14, 'titre': 'Étape 15', 'description': 'Battre les oeufs dans un récipient séparé. \r\nUne fois les oeufs battus, incorporer tout en remuant le jus de citron, le sucre, la Maïzena et les zestes. '}, {'etap_id': 15, 'titre': 'Étape 16', 'description': ""Mettre à feu vif et continuer à remuer à l'aide d'un fouet. \r\nLe mélange va commencer à s'épaissir. \r\nVeiller à toujours remuer lorsque les oeufs sont ajoutés car la crème de citron pourrait brûler.""}, {'etap_id': 16, 'titre': 'Étape 17', 'description': ""Ôter du feu et verser l'appareil sur le fond de tarte cuit. ""}, {'etap_id': 17, 'titre': 'Étape 18', 'description': 'Laisser refroidir.'}, {'etap_id': 18, 'titre': 'Étape 19', 'description': 'Terminons par la meringue : monter les blancs en neige avec une pincée de sel. '}, {'etap_id': 19, 'titre': 'Étape 20', 'description': ""Quand ils commencent à être fermes, ajouter le sucre puis la levure. \r\nFouetter jusqu'à ce que la neige soit ferme. ""}, {'etap_id': 20, 'titre': 'Étape 21', 'description': 'Recouvrir la crème au citron de meringue'}, {'etap_id': 21, 'titre': 'Étape 22', 'description': 'puis enfourner la tarte à 120°C/150°C jusqu’à ce que la meringue dore (environ 10 minutes).'}, {'etap_id': 22, 'titre': 'Étape 23', 'description': 'Déguster'}, {'etap_id': 23, 'titre': 'Étape 24', 'description': 'Une part ?'}]","[{'id_ingre': 1, 'nom_ingre': 'sucre glace', 'quantity': '100', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67532_w96h96c1cx350cy350.jpg'}, {'id_ingre': 2, 'nom_ingre': 'levure chimique', 'quantity': '⁄', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67355_w96h96c1cx350cy350.jpg'}, {'id_ingre': 3, 'nom_ingre': ""blancs d'oeuf"", 'quantity': '2', 'image_ingre': 'https://assets.afcdn.com/recipe/20171128/75633_w96h96c1cx1744cy1466cxb3488cyb2932.jpg'}, {'id_ingre': 4, 'nom_ingre': 'citrons', 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67457_w96h96c1cx350cy350.jpg'}, {'id_ingre': 5, 'nom_ingre': 'citrons', 'quantity': '4', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67457_w96h96c1cx350cy350.jpg'}, {'id_ingre': 6, 'nom_ingre': 'sucre semoule', 'quantity': '150', 'image_ingre': 'https://assets.afcdn.com/recipe/20170621/68916_w96h96c1cxb700cyb700.jpg'}, {'id_ingre': 7, 'nom_ingre': 'maïzena', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67578_w96h96c1cx350cy350.jpg'}, {'id_ingre': 8, 'nom_ingre': 'oeufs', 'quantity': '3', 'image_ingre': 'https://assets.afcdn.com/recipe/20220126/128066_w96h96c1cx1140cy1140cxb2280cyb2280.jpg'}, {'id_ingre': 9, 'nom_ingre': 'farine', 'quantity': '250', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 10, 'nom_ingre': 'farine', 'quantity': '250', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67682_w96h96c1cx350cy350.jpg'}, {'id_ingre': 11, 'nom_ingre': 'beurre doux', 'quantity': '125', 'image_ingre': 'https://assets.afcdn.com/recipe/20201201/116000_w96h96c1cx912cy821cxb1824cyb1643.jpg'}, {'id_ingre': 12, 'nom_ingre': 'sucre semoule', 'quantity': '70', 'image_ingre': 'https://assets.afcdn.com/recipe/20170621/68916_w96h96c1cxb700cyb700.jpg'}, {'id_ingre': 13, 'nom_ingre': 'eau', 'quantity': '5', 'image_ingre': 'https://assets.afcdn.com/recipe/20190308/88958_w96h96c1cx150cy150cxb300cyb300.jpg'}, {'id_ingre': 14, 'nom_ingre': 'sel', 'quantity': '1', 'image_ingre': 'https://assets.afcdn.com/recipe/20170607/67687_w96h96c1cx350cy350.jpg'}, {'id_ingre': 15, 'nom_ingre': ""jaunes d'oeuf"", 'quantity': '2', 'image_ingre': 'https://assets.afcdn.com/recipe/20171128/75634_w96h96c1cx1250cy1250cxb2500cyb2500.jpg'}]"
